mw	0.7915242483185391	214
s	0.7813062694109923	173
j.	0.7738077643336998	148
hawt	0.7707936317531038	139
e.g.	0.7690336213150807	134
pscad	0.7668327978049295	128
m.	0.7645262951104432	122
wecs	0.7629247164037941	118
/s	0.7625158380886778	117
deis	0.759551899379512	110
no.	0.7591131482749736	109
means	0.7577723288223178	106
a.	0.7554509636645916	101
pp.	0.7499110948083897	90
m/	0.7482823655432105	87
w	0.7471650381599229	85
c.	0.7465964763521452	84
ϕ	0.7460211052591118	83
states	0.7454387598012496	82
s.	0.7454387598012496	82
f1	0.7454387598012496	82
r	0.7430361135644906	78
p.	0.7424161964209408	77
vawt	0.7424161964209408	77
d.	0.7411518362923158	75
turbines	0.7405069553071858	74
jepirachi	0.7405069553071858	74
dowec	0.7405069553071858	74
mwh	0.7398533001622212	73
ρ	0.739190628800276	72
co2	0.7385186890073114	71
r.	0.7357328122885667	67
habitats	0.7350103488690716	66
dfig	0.7342768550484168	65
u∞	0.7342768550484168	65
lietuvos	0.7335319887784154	64
tco2	0.7288026410190231	58
hyperlink	0.7279670910536921	57
tip-speed	0.7279670910536921	57
fig.	0.7271167518279579	56
g.	0.7262510903529977	55
operating	0.7262510903529977	55
nrel	0.7253695442979493	54
u.s.	0.7253695442979493	54
effects	0.7253695442979493	54
june	0.7235563890403033	52
γ	0.7226234876494827	51
º	0.7226234876494827	51
-scale	0.7216721117681286	50
dr.	0.7216721117681286	50
λ	0.7207015148775002	49
h.	0.7197109042760887	48
upme	0.7197109042760887	48
∞	0.7197109042760887	48
λr	0.7197109042760887	48
°	0.7186994371898521	47
w.	0.7186994371898521	47
t.	0.7186994371898521	47
f	0.7186994371898521	47
®	0.7186994371898521	47
elektrine	0.7176662164641041	46
e.	0.7166102857818755	45
b.	0.7155306243448842	44
headings	0.7132956673256311	42
l.	0.7121379507747354	41
ω	0.7121379507747354	41
impacts	0.7097353045379764	39
reynolds	0.7097353045379764	39
siting	0.7084873665295048	38
n.	0.7084873665295048	38
scig	0.7084873665295048	38
k.	0.7072061462806717	37
˚	0.7072061462806717	37
crediting	0.7045364088095573	35
mr.	0.7045364088095573	35
s809	0.7045364088095573	35
airfoil	0.7029414768810096	237
planning	0.7020721295790472	133
f.	0.7017095398425576	33
repower	0.7002311797519014	32
repowering	0.7002311797519014	32
hswf	0.7002311797519014	32
innova	0.698705879831385	31
leventhall	0.6971305612576882	30
electrolyzer	0.6971305612576882	30
min	0.6971305612576882	30
v.	0.695501831992509	29
ghg	0.695501831992509	29
darrieus	0.695501831992509	29
≤	0.695501831992509	29
vestas	0.6938159428014438	28
inc.	0.6938159428014438	28
vol.	0.6938159428014438	28
oord	0.6938159428014438	28
acm0002	0.6920687352714353	27
micon	0.6920687352714353	27
setbacks	0.6902555800137892	26
kretinga	0.6902555800137892	26
enercon	0.6883713027416144	25
innovawindpower_150kw	0.6883713027416144	25
nw22-150	0.6883713027416144	25
decommissioning	0.6883713027416144	25
alves	0.6883713027416144	25
aiaa	0.6883713027416144	25
sudenai	0.6883713027416144	25
naca	0.6877264217564844	74
zoning	0.6864100952495747	24
netherlands	0.6864100952495747	24
σ	0.6864100952495747	24
-speed	0.6843654074375901	23
eeppm	0.6843654074375901	23
connecting	0.6822298153183703	22
1990	0.6822298153183703	22
¼	0.6822298153183703	22
studies	0.6822298153183703	22
m.d.	0.6822298153183703	22
vibroacoustic	0.6799948582991171	21
-drive	0.6799948582991171	21
afpm	0.6799948582991171	21
ϕopt	0.6799948582991171	21
ψ	0.6799948582991171	21
monopile	0.6776508367335009	20
1st	0.6776508367335009	20
↓	0.6776508367335009	20
-dimensional	0.6776508367335009	20
matlab	0.6776508367335009	20
proc.	0.6751865575029906	19
damping	0.6751865575029906	19
ers	0.6751865575029906	19
aa	0.6751865575029906	19
eesg	0.6751865575029906	19
rfpm	0.6751865575029906	19
nysdec	0.6751865575029906	19
π	0.6751865575029906	19
	0.6751865575029906	19
	0.6751865575029906	19
lendimai	0.6751865575029906	19
blasting	0.6725890107472479	18
modelling	0.6725890107472479	18
chongqing	0.6725890107472479	18
horns	0.6725890107472479	18
m3	0.6698429540987813	17
mccunney	0.6698429540987813	17
gener.	0.6698429540987813	17
direct-drive	0.6698429540987813	17
vejo	0.6698429540987813	17
mm5	0.6669303707253874	16
d.c.	0.6669303707253874	16
sub-step	0.6669303707253874	16
ph.d.	0.6669303707253874	16
www.ietdl.org	0.6669303707253874	16
xplore	0.6669303707253874	16
nysted	0.6669303707253874	16
rodrigues	0.6669303707253874	16
hötker	0.6669303707253874	16
α	0.6669303707253874	16
mammoet	0.6669303707253874	16
streamtube	0.6669303707253874	16
bladesign	0.6669303707253874	16
braking	0.6638297522311742	15
ewea	0.6638297522311742	15
grid-connected	0.6638297522311742	15
awea	0.6638297522311742	15
m2	0.6638297522311742	15
website	0.6638297522311742	15
p.u.	0.6638297522311742	15
tfpm	0.6638297522311742	15
jonkman	0.6638297522311742	15
nedam	0.6638297522311742	15
